Student_ID,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Screen_Time_Hours_Per_Day,GPA,Extracurricular_Hours_Per_Day,Stress_Level
1756,6.24,7.69,7.46,0.04,4.67,10.0,0.74,Moderate
1757,8.23,6.55,0.0,0.88,4.04,9.61,0.37,High
1758,4.31,8.15,1.17,0.24,3.76,8.11,0.19,Moderate
1759,1.74,8.61,2.98,0.07,3.65,7.58,0.77,Low
1760,5.57,6.52,0.63,0.03,4.93,9.54,0.14,Moderate
1761,9.55,6.05,1.5,2.8,2.73,6.87,0.01,Moderate
1762,9.33,6.45,0.0,0.97,2.62,4.4,1.97,High
1763,8.14,6.77,0.23,0.97,3.55,9.42,0.32,High
1764,7.65,7.36,0.0,0.5,5.92,10.0,0.51,Moderate
1765,6.93,7.92,0.63,2.43,1.03,10.0,0.2,Moderate
1766,7.61,7.94,0.0,0.53,3.87,10.0,0.12,Moderate
1767,5.23,7.46,3.42,0.1,3.69,10.0,2.7,Low
1768,7.32,5.79,0.19,1.26,3.72,3.64,0.36,High
1769,8.64,8.17,0.0,2.01,0.5,8.87,2.13,Moderate
1770,2.37,9.48,0.88,0.7,1.18,7.24,0.43,Moderate
1771,3.97,7.58,2.31,1.29,4.69,9.41,0.01,Moderate
1772,2.63,9.28,1.4,0.48,1.93,8.74,0.23,Moderate
1773,5.28,9.14,6.01,0.12,4.75,9.29,0.05,Moderate
1774,3.88,10.3,0.52,0.19,1.59,9.99,0.11,Moderate
1775,3.56,8.93,2.05,0.21,4.56,8.78,0.3,Moderate
1776,3.36,9.81,0.85,1.77,2.57,9.1,0.34,Low
1777,4.89,7.0,4.51,0.52,3.24,9.29,1.87,Moderate
1778,4.56,8.29,1.84,0.16,2.37,9.77,1.44,Moderate
1779,8.18,6.73,4.86,1.48,4.12,10.0,1.26,Moderate
1780,4.77,8.6,0.16,1.27,4.64,8.24,0.49,Moderate
1781,5.78,9.51,0.58,1.34,2.48,10.0,0.83,Moderate
1782,2.95,9.14,2.16,0.0,4.69,9.69,0.12,Moderate
1783,12.17,4.73,7.97,2.51,3.29,3.9,1.58,High
1784,4.44,7.11,0.79,0.12,2.25,9.95,0.61,Moderate
1785,8.35,8.65,5.27,0.03,3.22,10.0,0.77,Moderate
1786,2.48,9.57,1.75,0.32,3.3,8.69,1.77,Moderate
1787,8.1,7.54,1.13,0.12,0.5,10.0,0.18,Moderate
1788,4.65,7.95,3.37,0.28,3.27,10.0,0.17,Moderate
1789,4.05,8.78,1.4,1.0,1.14,9.1,0.46,Low
1790,8.33,6.02,0.68,0.37,1.86,4.28,0.47,High
1791,4.04,8.9,1.14,0.47,3.26,10.0,0.96,Moderate
1792,8.24,5.87,0.7,0.2,3.68,4.18,0.03,High
1793,9.27,6.32,1.98,0.88,2.1,3.75,1.8,High
1794,7.22,6.76,0.0,0.78,4.48,10.0,1.59,Moderate
1795,6.61,4.35,0.05,0.17,4.63,4.48,0.19,High
1796,11.49,5.56,0.0,2.11,2.47,5.22,0.42,High
1797,4.43,7.48,2.31,0.29,4.17,9.23,1.09,Low
1798,8.29,6.81,0.0,3.7,5.21,8.86,0.4,High
1799,4.72,8.27,4.27,0.32,0.5,9.84,1.93,Low
1800,3.23,10.56,0.56,0.14,5.12,9.99,0.42,Low
1801,5.9,8.16,3.73,0.44,2.53,10.0,0.31,Moderate
1802,4.81,8.58,1.98,0.22,2.4,10.0,0.04,Low
1803,6.22,8.24,2.23,0.27,2.74,9.33,0.22,Low
1804,2.59,9.89,3.22,0.53,2.27,10.0,0.26,Low
1805,4.59,8.77,0.96,1.39,1.98,7.83,1.8,Low
1806,1.66,9.63,1.47,0.47,5.2,7.89,2.38,Low
1807,5.92,8.57,2.25,1.15,3.53,10.0,0.02,Moderate
1808,3.66,6.22,3.84,0.66,1.92,3.76,0.19,Moderate
1809,4.93,10.29,0.39,0.19,3.86,9.51,0.71,Low
1810,10.74,7.76,0.0,0.58,3.21,7.92,0.29,High
1811,11.23,6.21,0.0,0.87,0.68,3.63,0.06,High
1812,6.67,6.18,0.76,0.36,4.33,5.55,0.41,High
1813,5.47,9.22,2.43,0.07,4.08,9.3,1.52,Low
1814,6.65,6.9,0.28,0.15,1.37,8.94,0.34,Moderate
1815,7.29,7.91,1.41,0.26,3.64,9.42,0.01,Moderate
1816,3.4,7.45,2.64,4.24,3.36,10.0,0.34,Moderate
1817,3.3,10.99,1.98,0.5,3.79,10.0,0.27,Low
1818,5.5,6.56,0.7,1.85,2.8,9.38,1.18,Moderate
1819,4.49,8.42,0.76,0.83,5.27,10.0,0.27,Low
1820,4.83,6.11,1.86,1.09,4.18,4.84,0.07,High
1821,4.13,8.44,2.91,0.55,2.87,10.0,2.75,Moderate
1822,3.61,8.24,0.87,0.14,2.92,9.81,0.04,Low
1823,6.93,8.64,5.48,1.84,4.32,9.75,0.32,Moderate
1824,2.85,8.5,1.69,2.52,3.0,10.0,0.36,Moderate
1825,5.53,9.13,1.4,2.08,4.76,8.84,0.08,Low
1826,6.98,6.46,6.0,0.31,4.19,5.37,0.06,High
1827,2.13,8.9,3.08,1.46,2.03,10.0,1.47,Moderate
1828,3.25,8.52,5.93,0.01,4.02,10.0,0.35,Moderate
1829,3.51,9.19,2.07,0.92,3.72,8.64,0.23,Moderate
1830,5.35,8.42,0.28,1.74,1.37,8.95,1.11,Low
1831,3.95,9.26,0.35,2.45,3.52,7.98,0.19,Moderate
1832,4.37,8.66,2.4,0.26,4.46,10.0,0.72,Moderate
1833,2.31,9.78,2.05,1.21,5.4,7.76,0.02,Moderate
1834,8.78,5.96,6.43,0.03,5.25,5.6,2.89,Moderate
1835,7.33,7.75,6.34,0.46,6.85,8.25,0.23,Moderate
1836,7.01,9.08,5.72,0.05,2.82,10.0,0.62,Moderate
1837,6.78,5.87,1.81,1.57,4.99,3.37,2.89,Moderate
1838,3.52,9.18,2.42,0.01,2.74,9.61,0.04,Moderate
1839,7.37,8.02,0.74,0.36,5.98,10.0,2.27,Moderate
1840,1.62,10.82,3.27,0.07,2.13,7.97,2.2,Moderate
1841,8.43,7.7,1.18,0.94,5.77,10.0,0.95,Moderate
1842,2.68,9.09,1.08,0.82,6.46,8.93,0.3,Moderate
1843,10.18,6.79,0.73,3.08,1.76,9.79,0.41,High
1844,3.54,7.95,1.3,0.41,5.69,10.0,0.33,Low
1845,6.4,7.3,1.08,0.01,4.37,9.49,0.25,High
1846,4.55,7.0,0.41,0.37,3.65,10.0,0.66,Low
1847,5.02,9.65,1.27,2.03,2.88,10.0,2.93,Moderate
1848,4.03,8.97,0.53,0.58,4.01,10.0,0.79,Low
1849,4.36,7.48,1.64,0.16,4.66,8.77,1.99,Moderate
1850,2.46,9.33,0.73,0.02,6.09,8.41,2.37,Low
1851,5.91,9.02,2.06,0.01,3.97,9.7,0.58,Moderate
1852,3.61,9.65,1.54,0.65,2.28,8.13,2.84,Low
1853,4.14,7.55,2.72,0.73,5.26,10.0,0.15,Low
1854,3.61,5.53,1.78,0.33,2.46,4.49,0.07,High
1855,4.38,8.79,2.55,0.39,3.01,8.4,0.4,Moderate
1856,6.46,6.78,0.62,0.46,3.44,9.01,0.1,High
1857,9.51,7.22,0.44,0.27,3.92,8.5,0.8,High
1858,11.18,6.96,0.0,0.81,5.28,10.0,0.44,High
1859,10.01,7.53,0.0,0.63,3.01,9.93,0.56,High
1860,7.61,9.01,0.0,0.8,2.15,9.78,0.11,Moderate
1861,4.87,9.46,2.34,0.15,2.15,9.43,0.5,Moderate
1862,6.86,9.28,0.28,0.22,4.03,9.71,0.05,Moderate
1863,5.69,9.31,2.53,0.33,2.76,10.0,0.18,Moderate
1864,4.72,9.74,0.44,0.73,2.37,9.56,2.29,Moderate
1865,5.03,8.13,0.93,0.53,5.12,10.0,0.45,Moderate
1866,1.77,8.02,2.16,2.02,6.31,8.49,0.02,Moderate
1867,4.94,10.68,1.01,1.79,1.25,10.0,0.22,Low
1868,8.04,7.17,3.06,0.64,1.08,8.42,0.16,Moderate
1869,2.06,10.43,2.35,0.01,3.37,9.98,1.18,Low
1870,4.79,7.7,0.69,0.27,2.21,8.94,2.04,Moderate
1871,7.95,8.11,0.54,0.09,1.05,10.0,0.74,Moderate
1872,4.49,5.91,4.73,0.03,3.15,5.63,0.99,High
1873,4.71,7.87,0.85,1.45,5.45,7.79,0.17,Moderate
1874,4.77,8.16,0.96,0.13,4.72,8.73,0.04,Moderate
1875,3.14,9.29,2.41,2.3,7.39,10.0,0.09,High
1876,5.85,8.95,5.99,0.31,2.19,10.0,0.28,Moderate
1877,9.23,5.6,0.89,0.47,5.65,5.33,0.08,High
1878,7.82,7.85,0.08,2.26,3.85,10.0,0.23,High
1879,2.71,10.2,8.0,1.94,2.61,8.9,3.23,Low
1880,4.23,10.79,0.57,0.38,2.61,10.0,4.04,Low
1881,6.15,8.48,2.25,0.21,2.43,8.96,0.22,Low
1882,5.96,7.38,0.51,0.25,4.15,10.0,0.46,Moderate
1883,3.3,7.5,5.03,0.28,5.86,8.75,0.37,Moderate
1884,3.68,10.47,2.89,0.08,2.54,8.76,0.29,Moderate
1885,10.57,6.96,0.0,0.55,4.04,8.62,1.17,High
1886,7.97,7.11,0.0,0.11,5.27,9.01,0.25,High
1887,7.55,5.66,5.45,0.62,6.29,5.6,3.46,High
1888,11.31,5.04,0.8,0.27,1.6,2.07,1.05,High
1889,5.45,8.65,1.36,0.72,3.3,10.0,0.68,Low
1890,3.32,9.12,7.66,2.39,4.79,8.73,0.03,Moderate
1891,6.4,5.74,4.09,0.0,2.67,5.04,0.03,High
1892,4.17,9.1,0.71,0.12,1.55,9.53,0.9,Moderate
1893,6.08,6.23,0.86,0.67,4.15,4.39,0.38,High
1894,8.54,8.29,0.08,1.18,2.13,10.0,0.2,Moderate
1895,8.1,7.3,4.02,0.05,3.0,9.43,0.13,Moderate
1896,6.75,7.1,4.38,1.43,2.97,10.0,1.22,High
1897,2.79,9.94,8.0,0.34,6.77,10.0,0.94,Low
1898,7.34,7.71,0.99,2.12,2.59,9.64,1.1,Moderate
1899,8.36,8.32,0.24,1.34,3.66,8.32,0.05,Moderate
1900,6.65,7.68,0.36,2.15,4.24,8.94,3.15,Moderate
1901,6.41,7.82,6.13,0.07,0.94,10.0,0.74,Low
1902,10.23,6.06,2.22,0.92,5.42,4.89,1.06,High
1903,2.03,9.48,4.28,0.16,4.84,9.17,0.62,Moderate
1904,6.77,9.25,3.27,0.45,3.04,9.32,2.14,Low
1905,4.84,7.73,0.92,0.67,5.49,10.0,1.31,Low
1906,3.81,9.24,3.68,0.06,3.48,8.6,0.38,Low
1907,4.99,7.3,0.45,0.89,5.36,10.0,0.29,Low
1908,5.86,5.81,2.29,1.13,1.6,5.58,0.82,High
1909,6.69,7.79,0.94,0.3,4.64,8.43,1.48,Low
1910,5.27,8.45,3.42,0.31,3.78,9.01,0.5,Moderate
1911,7.57,7.17,0.03,0.81,3.74,9.39,3.12,Moderate
1912,9.62,5.06,2.0,0.22,2.51,5.55,0.49,High
1913,1.95,9.55,1.34,0.06,3.57,8.44,0.85,Low
1914,4.03,8.78,3.03,2.85,3.31,7.97,0.07,Low
1915,7.41,6.44,3.81,0.14,2.06,3.12,0.31,High
1916,8.6,5.56,0.59,2.63,4.36,3.86,0.43,High
1917,5.67,7.69,1.72,0.64,6.07,8.18,0.16,High
1918,6.42,8.33,0.94,0.6,1.13,10.0,0.9,Moderate
1919,4.46,8.78,1.05,0.07,4.31,10.0,0.92,Moderate
1920,4.04,7.63,0.56,2.95,3.51,9.71,1.67,Low
1921,5.15,8.26,1.51,0.0,2.8,9.59,0.15,Low
1922,7.78,8.09,5.42,0.04,3.13,10.0,0.29,Moderate
1923,2.88,7.75,1.65,0.69,4.52,10.0,0.68,Moderate
1924,3.52,8.76,2.86,0.19,4.09,8.37,0.99,Low
1925,9.42,7.97,3.21,2.96,0.96,8.56,0.38,High
1926,9.51,5.32,0.76,0.15,5.33,5.4,1.32,High
1927,4.51,9.5,4.94,0.25,3.39,10.0,2.85,Low
1928,4.82,9.86,0.23,0.59,3.94,10.0,0.01,Moderate
1929,7.36,7.13,8.0,1.58,5.33,8.89,0.83,Moderate
1930,5.5,7.66,1.16,0.32,0.88,9.05,0.72,Moderate
1931,4.51,9.38,8.0,0.63,4.27,10.0,2.18,Low
1932,8.33,6.82,2.85,1.42,3.14,9.01,0.65,Moderate
1933,3.92,6.2,0.94,3.11,6.27,2.84,2.2,High
1934,4.99,8.08,1.82,3.11,2.52,9.09,0.6,Moderate
1935,8.74,7.34,0.0,0.03,4.48,9.5,0.16,High
1936,8.87,7.56,1.72,0.53,1.38,10.0,1.21,Moderate
1937,4.4,7.5,3.18,0.37,4.7,8.77,2.04,Low
1938,3.02,8.6,0.7,2.95,4.43,9.32,0.12,Low
1939,8.42,7.96,0.56,2.19,2.68,10.0,0.09,Moderate
1940,8.7,6.82,1.6,0.15,1.75,8.45,1.06,High
1941,7.58,5.74,0.85,1.81,3.46,5.73,0.19,High
1942,3.79,9.84,1.09,1.4,4.7,8.78,0.54,Low
1943,4.22,8.24,1.03,1.04,6.08,10.0,0.01,Moderate
1944,12.02,6.81,0.0,0.35,5.4,10.0,0.92,High
1945,6.51,6.25,2.15,3.37,4.86,5.95,4.02,Moderate
1946,4.08,8.37,1.95,0.82,4.21,9.89,0.01,Moderate
1947,10.26,6.84,4.62,0.37,3.57,8.15,2.57,High
1948,6.38,7.61,2.36,2.14,6.46,9.79,2.0,Moderate
1949,4.66,7.11,0.56,0.35,4.97,9.15,0.6,High
1950,5.0,5.79,1.73,2.5,4.77,3.15,2.28,Moderate
1951,5.76,9.43,3.49,0.1,2.57,7.42,0.21,Moderate
1952,8.15,7.32,8.0,0.9,3.0,8.87,1.49,Low
1953,1.21,10.67,0.69,0.03,4.21,8.56,3.06,Low
1954,5.54,8.91,1.56,1.72,2.12,10.0,2.5,Low
1955,4.35,9.0,1.03,2.49,2.57,8.88,0.41,Low
1956,4.01,8.2,0.88,0.92,3.82,9.92,0.16,Low
1957,4.34,8.9,2.0,0.62,2.88,7.72,2.28,Low
1958,9.02,8.2,1.14,0.99,3.56,8.72,0.53,Moderate
1959,4.79,8.33,3.32,0.88,4.68,6.92,2.4,Low
1960,2.45,10.97,1.28,1.33,3.59,10.0,1.89,Low
1961,4.07,7.0,0.75,0.36,5.12,9.94,0.58,Moderate
1962,4.73,6.66,2.21,1.13,4.53,10.0,0.17,High
1963,6.11,8.77,0.28,0.7,0.5,10.0,0.46,Moderate
1964,9.61,5.74,2.68,0.04,2.19,7.55,0.17,High
1965,6.68,9.63,3.58,0.97,3.74,9.48,0.67,Low
1966,8.01,8.46,6.15,0.32,1.56,8.71,1.62,Moderate
1967,3.86,10.16,0.6,0.19,4.45,10.0,0.04,Moderate
1968,2.84,9.82,2.15,1.68,4.93,7.85,0.45,Low
1969,2.33,8.19,3.46,0.36,3.94,10.0,3.76,Moderate
1970,4.91,6.55,5.69,0.0,3.47,9.78,0.28,Moderate
1971,10.41,7.78,1.63,0.74,2.5,9.76,0.01,Moderate
1972,6.3,6.22,1.23,0.23,4.07,3.27,2.35,High
1973,3.48,10.29,1.84,1.91,4.15,10.0,0.11,Moderate
1974,3.15,9.49,0.71,0.31,0.5,8.98,2.18,Low
1975,6.56,7.55,6.72,0.0,2.44,9.16,2.52,Low
1976,7.87,7.61,1.12,0.03,1.67,10.0,0.74,High
1977,4.51,8.81,1.66,1.01,0.5,9.03,0.1,Low
1978,5.98,7.63,0.18,0.21,2.91,10.0,0.08,Moderate
1979,4.68,9.71,4.25,0.87,0.9,8.32,0.95,Low
1980,11.86,7.17,1.09,0.04,1.79,8.74,0.09,High
1981,4.81,8.4,8.0,1.97,2.91,9.13,0.48,Low
1982,1.96,8.64,2.05,0.42,4.93,8.03,0.47,Low
1983,5.09,9.45,3.67,0.34,2.77,8.77,0.65,Low
1984,10.82,4.12,6.31,0.26,1.31,5.13,0.62,High
1985,5.84,8.33,0.01,0.24,3.93,9.56,1.99,Moderate
1986,5.41,8.77,0.05,0.47,6.97,9.72,1.26,Moderate
1987,9.22,5.87,0.0,0.0,5.16,5.14,0.38,High
1988,6.05,8.78,3.37,0.03,4.19,10.0,0.72,Moderate
1989,4.06,8.48,1.55,0.54,3.5,8.59,0.36,Low
1990,6.34,7.16,1.31,0.55,3.01,10.0,0.01,Moderate
1991,10.13,7.34,0.08,1.09,1.89,8.25,0.29,High
1992,5.19,7.02,7.99,0.72,4.45,9.66,1.72,Moderate
1993,10.24,7.21,8.0,0.05,1.05,10.0,3.23,High
1994,8.2,5.07,6.86,2.65,4.45,2.04,0.5,High
1995,7.53,7.58,2.23,1.21,2.29,8.84,0.17,Moderate
1996,5.81,7.94,0.33,0.23,1.0,9.7,0.1,Moderate
1997,9.64,6.01,3.51,0.77,2.37,4.96,0.73,High
1998,7.19,7.8,1.82,0.03,5.16,10.0,0.27,Moderate
1999,2.37,9.02,2.34,0.66,4.21,7.11,0.08,Moderate
2000,4.02,9.57,2.31,1.18,0.5,10.0,2.26,Low
2001,4.56,8.89,0.49,2.12,2.49,10.0,1.36,Low
2002,4.2,8.91,1.07,0.53,4.94,9.45,0.52,Moderate
2003,2.04,9.5,1.18,1.88,3.44,7.24,1.7,Moderate
2004,6.23,7.27,0.73,0.73,4.52,9.31,0.07,Moderate
2005,7.93,6.85,0.13,1.15,2.89,10.0,0.12,Moderate
2006,6.42,7.93,0.02,0.77,3.7,10.0,2.47,Moderate
2007,6.13,7.61,0.32,0.0,3.68,9.78,0.42,Moderate
2008,8.31,8.13,0.0,0.11,1.9,8.67,1.04,Moderate
2009,6.95,7.58,2.64,0.57,4.28,10.0,0.27,Moderate
2010,4.61,8.69,2.67,0.33,5.87,9.64,0.17,Moderate
2011,9.99,5.03,6.03,3.24,4.27,4.11,0.11,High
2012,6.92,8.45,1.73,2.09,3.25,9.88,0.44,Moderate
2013,7.94,6.57,0.39,0.05,2.32,9.12,0.01,High
2014,6.16,6.73,2.65,0.68,5.38,9.02,0.21,Moderate
2015,6.26,9.38,4.84,0.24,2.12,8.17,0.0,Low
2016,3.23,9.49,0.67,2.08,4.44,8.72,1.32,Low
2017,7.22,8.37,3.11,1.69,4.19,7.81,0.39,Moderate
2018,8.64,7.36,0.45,0.64,4.58,10.0,0.48,High
2019,4.6,8.22,3.62,0.04,5.27,9.02,0.03,Moderate
2020,6.16,7.49,0.0,0.12,5.12,9.52,1.47,Moderate
2021,3.29,9.55,2.27,0.31,1.67,9.44,0.03,Moderate
2022,6.9,8.64,0.14,2.21,1.73,9.03,0.12,Low
2023,10.54,6.17,0.0,0.03,1.04,2.78,0.01,High
2024,7.4,9.41,0.05,0.13,0.5,10.0,0.1,High
2025,4.98,7.99,3.15,1.07,6.05,10.0,3.22,Low
2026,4.35,7.01,0.24,1.17,2.83,10.0,1.02,Moderate
2027,5.36,6.33,3.98,0.68,2.64,6.47,0.09,High
2028,3.99,6.84,0.63,0.04,4.38,8.13,1.29,Moderate
2029,1.81,8.88,1.52,1.13,3.08,8.67,3.37,Low
2030,4.14,8.24,0.54,0.33,7.26,9.48,1.42,Moderate
2031,11.99,6.41,2.12,0.46,2.23,5.21,0.01,High
2032,2.11,9.16,3.84,1.54,4.68,10.0,0.16,Moderate
2033,7.61,8.1,0.0,0.26,1.88,9.74,0.6,Moderate
2034,1.4,9.48,0.81,0.16,1.57,5.95,0.96,Moderate
2035,11.71,5.84,0.0,0.29,1.84,2.25,0.03,High
2036,4.87,7.64,0.63,0.38,2.85,10.0,0.54,Moderate
2037,4.65,9.72,0.54,0.6,2.06,9.44,2.36,Low
2038,8.14,5.54,0.0,0.64,1.55,4.73,0.43,High
2039,4.37,8.7,0.58,2.06,3.83,10.0,0.54,Low
2040,3.32,8.58,1.75,0.33,3.43,10.0,0.62,Moderate
2041,6.54,8.42,1.2,0.16,0.88,9.07,2.86,Moderate
2042,4.59,8.3,2.44,0.79,3.89,10.0,0.14,Low
2043,3.15,8.83,2.23,0.33,5.02,10.0,0.64,Moderate
2044,4.9,7.94,3.17,2.09,5.59,10.0,0.35,Moderate
2045,4.89,9.61,0.57,0.37,0.5,9.23,2.49,Moderate
2046,8.45,6.97,4.55,0.19,2.2,10.0,0.15,High
2047,8.13,9.05,0.08,0.18,0.5,10.0,0.49,Moderate
2048,4.29,8.7,2.39,0.39,2.67,9.78,0.1,Moderate
2049,8.16,7.09,3.12,0.76,5.41,9.56,1.16,Moderate
2050,7.36,7.2,1.67,2.14,2.39,7.89,0.32,Moderate
2051,3.04,9.42,0.83,0.67,2.96,8.36,2.14,Moderate
2052,6.4,7.1,0.69,1.04,2.52,9.17,0.09,High
2053,3.47,8.86,3.53,0.31,6.23,8.03,0.01,Moderate
2054,3.65,8.66,4.93,1.09,0.5,9.72,0.64,Low
2055,8.78,7.18,0.0,2.17,2.3,10.0,0.01,High
2056,3.02,9.22,3.22,1.04,2.46,8.89,0.03,Moderate
2057,1.87,9.67,6.52,0.22,1.28,6.29,0.02,Moderate
2058,3.81,8.69,0.68,2.02,5.43,9.49,0.43,Low
2059,7.68,8.81,0.4,0.96,0.5,10.0,2.03,Moderate
2060,8.21,7.47,2.59,1.29,2.47,10.0,1.97,Moderate
2061,6.84,10.14,0.39,0.4,2.32,9.13,2.92,Moderate
2062,7.25,7.44,0.28,0.14,2.29,8.53,2.09,Moderate
2063,5.29,9.03,0.95,0.02,0.66,10.0,1.65,Moderate
2064,7.66,6.52,0.0,0.6,3.43,10.0,0.21,High
2065,4.35,9.8,2.44,0.4,2.05,8.95,0.1,Low
2066,4.59,7.61,3.37,0.0,5.22,8.02,1.98,Low
2067,4.48,8.81,3.42,0.11,4.33,10.0,0.02,Low
2068,6.82,7.28,2.45,0.73,6.5,8.92,0.17,High
2069,9.64,7.0,0.8,0.41,3.15,9.97,0.97,High
2070,3.53,8.46,8.0,0.87,4.82,9.75,1.21,Low
2071,5.38,7.25,4.68,0.02,3.42,10.0,0.31,Moderate
2072,3.28,8.51,1.88,0.7,6.55,9.39,0.27,Moderate
2073,11.28,7.52,0.0,0.75,2.39,10.0,0.12,High
2074,5.12,8.6,2.01,0.5,3.33,10.0,1.54,Low
2075,4.22,7.16,0.26,1.5,5.09,8.94,0.31,Low
2076,5.35,9.15,3.1,0.24,2.24,8.67,0.48,Moderate
2077,2.27,8.24,1.99,2.79,3.59,8.05,0.64,Low
2078,7.99,7.87,0.0,0.7,3.86,10.0,0.95,High
2079,9.43,7.18,1.72,0.17,4.07,9.73,1.93,High
2080,7.42,7.94,0.0,2.14,4.06,7.75,0.16,Low
2081,4.73,10.12,8.0,1.2,2.85,10.0,0.32,Low
2082,4.97,7.36,0.51,0.22,4.42,10.0,1.68,Low
2083,2.43,9.68,6.24,0.15,5.16,6.95,0.06,Moderate
2084,8.17,8.33,2.14,3.5,1.19,10.0,1.06,Moderate
2085,3.97,7.89,1.02,2.29,4.05,10.0,0.97,Low
2086,10.69,5.44,4.46,0.35,0.5,2.0,2.72,High
2087,5.0,7.89,0.23,2.26,4.9,9.33,0.38,Moderate
2088,10.67,6.52,0.49,1.65,1.75,8.11,0.15,High
2089,5.45,6.61,1.19,3.88,3.06,10.0,0.23,Moderate
2090,4.53,8.89,3.45,2.96,3.33,9.31,0.28,Moderate
2091,4.74,6.86,2.22,0.06,5.2,9.3,1.11,Moderate
2092,4.85,9.52,0.13,1.12,6.77,10.0,0.18,Low
2093,5.0,8.69,2.38,0.3,1.14,10.0,0.1,Moderate
2094,6.75,9.48,1.72,0.1,1.45,9.92,2.03,Moderate
2095,6.14,8.44,0.76,0.07,3.63,9.43,0.13,High
2096,10.67,5.89,0.06,0.1,2.09,3.79,0.13,High
2097,5.7,7.13,2.37,1.74,5.18,10.0,0.09,Moderate
2098,4.28,8.66,1.99,2.42,3.41,8.16,0.34,Moderate
2099,9.3,6.64,1.24,0.33,4.55,9.59,0.04,High
2100,11.45,7.1,1.53,1.21,2.12,7.65,0.15,High
2101,1.83,8.36,3.65,0.13,5.22,7.47,0.95,Moderate
2102,10.91,8.13,0.03,1.48,0.79,6.69,2.61,High
2103,6.78,8.83,1.12,0.19,5.88,9.38,0.16,Moderate
2104,2.6,8.81,2.06,0.3,1.48,10.0,0.09,Low
2105,4.65,10.1,3.07,0.72,1.94,7.45,0.93,Moderate
2106,3.9,7.78,0.42,0.1,1.98,10.0,0.58,Moderate
2107,4.11,8.69,2.11,0.07,4.9,8.94,0.6,Moderate
2108,4.96,6.91,0.84,0.27,5.0,8.61,0.4,Moderate
2109,9.61,8.41,2.63,2.14,0.61,9.93,0.14,Moderate
2110,7.51,5.65,0.3,0.52,5.56,6.52,0.26,High
2111,4.05,7.07,0.66,0.05,3.31,10.0,0.07,Moderate
2112,4.28,7.79,5.45,0.31,4.59,10.0,0.3,Moderate
2113,9.01,8.1,0.0,0.15,3.64,9.6,0.99,High
2114,5.68,8.89,1.84,1.51,2.86,10.0,0.12,Low
2115,8.55,7.05,0.61,0.9,4.61,10.0,0.08,High
2116,3.87,9.59,2.02,1.68,3.18,9.3,2.01,Moderate
2117,10.12,6.27,1.34,0.08,3.67,5.71,0.56,High
2118,8.03,7.54,1.09,0.24,2.77,9.17,0.2,Moderate
2119,6.93,9.15,1.69,0.84,0.5,8.99,0.16,Moderate
2120,8.61,6.66,0.19,0.26,3.2,10.0,0.2,High
2121,9.21,5.94,0.0,1.5,2.21,4.64,0.47,High
2122,6.31,8.19,0.34,0.85,5.44,10.0,2.94,Moderate
2123,7.16,8.16,1.51,1.18,1.1,10.0,0.51,Low
2124,7.42,7.44,0.0,2.45,5.21,8.89,3.28,Moderate
2125,2.42,10.08,1.41,0.61,3.29,8.64,0.56,High
2126,4.77,8.05,1.51,0.15,4.39,9.08,0.41,Moderate
2127,9.56,6.71,2.15,0.59,1.06,9.93,0.37,High
2128,6.09,8.17,2.88,0.24,2.95,10.0,0.06,Low
2129,6.13,8.07,3.19,1.58,2.44,9.27,0.98,Moderate
2130,8.0,8.74,0.31,0.18,5.86,10.0,0.38,Moderate
2131,8.24,7.41,0.07,0.21,2.14,9.82,0.4,Moderate
2132,4.54,8.03,1.1,1.32,5.58,9.93,0.08,Low
2133,4.94,8.72,2.78,0.35,5.23,10.0,0.66,Moderate
2134,4.18,9.47,4.17,0.02,5.08,8.68,0.61,Moderate
2135,0.52,10.52,2.22,0.03,2.97,7.59,0.01,Moderate
2136,2.79,9.67,5.75,0.32,6.34,9.66,1.26,Moderate
2137,7.51,5.8,0.0,0.19,7.02,3.18,0.28,High
2138,5.05,5.67,4.06,0.53,5.22,4.61,0.15,High
2139,1.82,10.56,0.83,1.45,2.82,10.0,0.37,Moderate
2140,4.42,8.82,1.38,0.63,2.28,10.0,0.05,Low
2141,2.82,8.92,8.0,0.3,4.64,10.0,0.27,Moderate
2142,4.85,8.92,0.14,0.05,3.52,10.0,1.81,Low
2143,4.47,10.29,4.72,0.93,3.24,10.0,0.21,Low
2144,5.62,9.37,2.32,0.08,1.03,9.44,0.46,Moderate
2145,9.65,7.51,1.28,0.1,2.83,10.0,0.35,High
2146,5.19,7.22,0.58,0.85,5.73,8.78,0.45,Moderate
2147,10.74,5.41,1.43,1.93,4.57,5.26,0.12,High
2148,3.97,6.15,0.71,0.27,4.13,4.07,0.83,High
2149,8.73,7.5,3.1,0.54,2.85,9.21,0.2,Moderate
2150,8.11,8.2,0.0,0.13,0.69,10.0,0.46,Moderate
2151,3.71,9.82,1.35,1.44,2.35,10.0,0.04,Moderate
2152,8.23,7.72,0.71,1.58,2.54,10.0,0.03,Moderate
2153,5.63,7.8,1.12,3.8,4.62,10.0,1.4,Low
2154,5.23,7.53,0.08,1.66,2.82,9.99,0.21,Moderate
