Student_ID,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Screen_Time_Hours_Per_Day,GPA,Extracurricular_Hours_Per_Day,Anxiety_Norm,Social_Support_Deficit,Career_Concern_Norm,Mood_Norm,Stress_Level
1392,4.05,8.06,2.55,1.62,4.39,9.5,0.25,0.048,0.282,0.189,0.0,Low
1393,7.48,6.24,0.63,0.44,4.49,5.05,0.36,0.774,0.68,0.78,1.0,High
1394,9.35,6.1,0.0,0.78,2.72,5.0,0.22,1.0,0.761,0.61,1.0,High
1395,5.58,8.99,2.48,0.79,0.74,10.0,0.09,0.484,0.571,0.44,0.276,Moderate
1396,10.0,5.94,1.02,0.09,2.24,4.79,0.26,0.924,0.709,0.866,0.846,High
1397,1.64,9.2,2.08,0.31,4.99,9.03,1.31,0.0,0.365,0.472,0.2,Low
1398,5.25,7.37,0.22,0.73,5.64,10.0,0.14,0.743,1.0,0.159,0.924,High
1399,3.72,9.35,3.87,0.65,7.61,7.73,0.31,0.596,0.545,0.475,0.449,Moderate
1400,3.42,8.12,2.3,0.38,1.28,8.46,0.14,0.265,0.559,0.203,0.305,Moderate
1401,6.28,8.95,0.35,0.26,3.11,10.0,0.35,0.1,0.557,0.211,0.493,Moderate
1402,7.6,6.88,0.37,0.61,2.71,10.0,0.01,0.64,0.575,0.837,0.821,High
1403,3.95,10.97,3.41,0.01,2.94,8.3,0.51,0.382,0.229,0.188,0.38,Moderate
1404,5.77,9.1,5.92,0.09,0.67,8.79,0.03,0.445,0.536,0.597,0.31,Moderate
1405,8.86,6.77,2.03,1.82,4.01,9.09,1.03,0.267,0.625,0.53,0.352,Moderate
1406,8.14,7.15,0.76,0.76,2.93,10.0,0.43,0.482,0.587,0.397,0.408,Moderate
1407,2.98,10.25,0.71,0.56,4.05,9.57,0.05,0.008,0.444,0.451,0.177,Low
1408,6.83,7.86,0.17,0.62,0.5,9.38,0.86,0.701,0.302,0.369,0.469,Moderate
1409,3.46,9.31,1.89,2.01,4.51,10.0,0.53,0.0,0.27,0.545,0.026,Low
1410,0.39,11.0,2.24,0.66,1.21,7.78,0.36,0.483,0.39,0.509,0.235,Moderate
1411,3.87,8.78,2.35,0.3,3.99,8.36,0.27,0.071,0.677,0.0,0.0,Low
1412,5.69,5.83,0.94,0.09,7.45,5.11,0.07,1.0,0.777,1.0,1.0,High
1413,2.95,9.07,2.69,1.91,1.32,8.06,0.0,0.708,0.55,0.169,0.498,Moderate
1414,3.56,9.85,0.71,1.11,3.04,10.0,1.34,0.562,0.528,0.448,0.315,Moderate
1415,8.03,7.43,0.79,0.05,2.83,9.15,2.17,0.234,0.447,0.162,0.069,Low
1416,5.3,6.91,2.15,0.35,4.1,10.0,0.33,0.341,0.637,0.504,0.163,Moderate
1417,3.96,8.45,0.97,2.21,1.67,10.0,0.07,0.0,0.402,0.061,0.0,Low
1418,4.53,9.82,0.84,0.14,2.72,10.0,2.08,0.0,0.542,0.326,0.0,Low
1419,4.55,6.91,4.72,0.39,4.97,9.7,0.04,0.455,0.0,0.449,0.642,Moderate
1420,3.71,6.9,8.0,0.1,5.08,9.26,0.96,0.0,0.037,0.21,0.197,Moderate
1421,7.03,6.63,0.64,0.5,2.34,8.77,3.68,0.465,0.57,0.261,0.277,Moderate
1422,2.96,10.03,0.51,0.21,1.33,8.36,0.16,0.228,0.459,0.128,0.0,Low
1423,5.55,5.93,0.87,0.31,4.62,3.31,0.01,0.533,0.914,0.503,0.683,High
1424,6.41,7.8,1.48,0.44,3.75,7.73,2.74,0.194,0.391,0.372,0.323,Moderate
1425,4.29,8.92,2.84,0.49,5.23,10.0,0.18,0.61,0.551,0.092,0.366,Moderate
1426,4.59,8.32,3.62,0.76,4.87,10.0,0.01,0.47,0.194,0.087,0.345,Moderate
1427,8.0,5.64,0.28,0.21,6.47,4.13,2.52,1.0,0.596,1.0,1.0,High
1428,8.88,6.95,8.0,0.23,2.6,9.58,0.92,0.273,0.0,0.471,0.253,Moderate
1429,1.66,8.26,5.25,0.12,4.15,9.09,1.04,0.027,0.091,0.519,0.221,Moderate
1430,4.13,8.63,0.46,0.64,3.34,9.95,0.47,0.437,0.497,0.582,0.474,Moderate
1431,6.97,6.6,2.87,0.65,2.43,9.16,0.12,0.443,0.429,0.597,0.815,High
1432,5.35,8.38,8.0,0.15,5.04,9.54,0.87,0.284,0.233,0.106,0.044,Low
1433,7.73,7.17,0.87,0.68,4.81,10.0,1.94,0.0,0.512,0.011,0.0,Low
1434,8.0,5.86,2.74,0.15,3.6,4.18,0.71,0.731,0.534,1.0,1.0,High
1435,7.38,7.89,0.84,0.14,4.96,10.0,0.11,0.29,0.469,0.231,0.307,Moderate
1436,4.54,8.19,2.1,0.71,3.03,10.0,0.03,0.378,0.726,0.808,0.491,Moderate
1437,9.8,6.81,4.29,0.01,1.82,8.82,1.99,0.689,0.107,0.613,0.664,High
1438,5.22,8.3,2.57,0.59,5.82,8.95,0.28,0.075,0.346,0.255,0.193,Moderate
1439,3.7,9.63,1.25,0.41,4.25,9.21,0.11,0.309,0.694,0.202,0.019,Low
1440,4.03,9.09,6.28,1.56,5.15,9.87,0.22,0.128,0.037,0.376,0.25,Moderate
1441,7.99,7.53,4.33,0.2,3.46,9.36,0.0,0.474,0.182,0.299,0.344,Moderate
1442,8.43,5.07,0.0,0.47,4.31,4.88,1.06,0.824,0.801,0.55,1.0,High
1443,9.46,6.17,0.09,0.61,4.64,5.29,1.39,1.0,0.764,0.658,1.0,High
1444,7.16,4.78,1.27,1.31,3.97,3.92,1.34,1.0,0.313,0.651,0.937,High
1445,9.25,5.18,2.93,0.42,4.34,5.01,0.33,0.969,0.491,1.0,1.0,High
1446,3.98,9.58,2.24,0.03,6.25,9.79,0.11,0.357,0.405,0.453,0.0,Moderate
1447,2.52,8.46,2.25,1.13,4.79,8.39,0.18,0.125,0.246,0.791,0.3,Moderate
1448,2.86,9.95,7.78,1.42,1.03,6.44,0.12,0.049,0.054,0.0,0.0,Low
1449,5.41,7.12,0.03,3.21,3.68,9.62,0.2,0.531,0.467,0.474,0.339,Moderate
1450,9.22,6.44,0.66,0.64,2.79,5.14,0.08,1.0,0.762,0.8,1.0,High
1451,3.02,8.89,4.86,1.11,3.62,8.83,0.8,0.0,0.206,0.2,0.0,Low
1452,5.09,9.56,7.45,0.26,2.58,9.05,2.52,0.054,0.114,0.337,0.0,Low
1453,4.82,9.11,0.28,0.31,4.16,10.0,0.29,0.0,0.551,0.682,0.397,Moderate
1454,5.9,7.24,0.14,0.85,2.44,10.0,0.05,0.104,0.542,0.369,0.231,Low
1455,8.55,6.32,0.64,0.58,3.44,3.29,0.03,0.417,0.385,0.527,0.381,Moderate
1456,7.66,7.31,2.35,2.83,3.61,9.72,0.19,0.0,0.677,0.276,0.324,Moderate
1457,8.95,9.06,1.91,0.55,6.19,9.46,2.73,0.799,0.42,0.53,0.692,Moderate
1458,5.62,7.93,0.34,0.01,4.0,10.0,1.49,0.0,0.538,0.201,0.0,Low
1459,2.94,7.97,1.32,2.64,2.63,8.17,2.15,0.0,0.43,0.378,0.004,Low
1460,7.83,6.3,2.23,0.17,1.82,5.43,0.75,0.636,0.551,0.578,0.991,High
1461,2.66,8.71,0.67,2.27,5.33,8.38,2.38,0.344,0.468,0.484,0.356,Moderate
1462,5.16,8.34,0.05,1.25,6.14,9.65,2.81,0.437,0.842,0.416,0.175,Moderate
1463,7.7,6.22,2.4,0.75,1.65,7.36,0.04,0.666,0.835,0.525,0.671,High
1464,4.53,9.19,1.2,3.02,4.29,10.0,2.18,0.0,0.469,0.191,0.002,Low
1465,3.79,7.85,4.18,1.35,2.53,10.0,0.67,0.464,0.277,0.478,0.386,Moderate
1466,6.54,8.83,0.65,1.32,2.9,10.0,0.02,0.195,0.548,0.539,0.477,Moderate
1467,5.35,8.21,0.79,0.02,5.51,9.76,0.23,0.156,0.75,0.182,0.187,Moderate
1468,7.62,6.83,2.1,2.23,3.35,9.8,3.82,0.232,0.547,0.396,0.626,Moderate
1469,7.1,4.53,3.47,4.08,3.85,3.14,0.14,0.729,0.412,0.89,1.0,High
1470,9.52,6.14,1.06,0.12,7.65,6.95,0.22,1.0,0.765,0.991,1.0,High
1471,5.6,7.89,1.08,1.18,6.54,10.0,0.2,0.225,0.813,0.121,0.139,Moderate
1472,7.22,7.37,0.0,0.24,3.42,9.68,0.75,0.401,0.671,0.357,0.299,Moderate
1473,9.1,7.25,0.26,0.11,3.28,10.0,0.07,1.0,0.841,0.731,0.921,High
1474,5.56,7.51,0.01,2.1,3.21,7.56,0.02,0.625,0.672,0.518,0.706,High
1475,4.96,8.71,0.63,1.47,4.18,8.82,1.59,0.0,0.539,0.068,0.0,Low
1476,7.72,6.24,1.09,0.07,1.7,5.72,0.51,0.721,0.491,0.667,1.0,High
1477,3.44,9.65,1.38,0.31,4.7,10.0,0.55,0.434,0.325,0.371,0.362,Moderate
1478,5.51,8.94,0.52,0.3,0.5,10.0,0.48,0.313,0.369,0.669,0.425,Moderate
1479,4.13,8.74,3.31,1.08,5.07,7.35,0.52,0.046,0.461,0.109,0.0,Low
1480,5.77,8.61,1.69,0.97,3.79,10.0,0.15,0.0,0.616,0.0,0.0,Low
1481,5.65,7.59,0.97,0.38,1.86,8.93,0.12,0.222,0.498,0.09,0.265,Moderate
1482,9.55,6.35,0.84,2.11,5.17,3.9,1.66,1.0,0.803,1.0,1.0,High
1483,3.39,8.44,0.44,0.11,3.13,9.51,1.87,0.276,0.459,0.025,0.693,Moderate
1484,8.11,8.33,0.5,0.04,4.58,9.37,0.68,0.21,0.275,0.379,0.273,Moderate
1485,2.83,9.08,3.44,0.71,0.88,10.0,1.42,0.0,0.341,0.044,0.124,Low
1486,7.81,6.37,0.0,0.38,1.83,4.59,0.86,0.415,0.489,0.614,0.617,Moderate
1487,0.29,9.71,1.47,0.19,2.85,9.32,2.97,0.046,0.405,0.358,0.0,Low
1488,3.63,8.13,1.34,0.39,3.93,10.0,2.94,0.317,0.536,0.183,0.318,Moderate
1489,5.86,8.0,1.16,0.02,3.9,10.0,0.07,0.319,0.703,0.549,0.446,Moderate
1490,5.82,7.67,1.41,2.53,4.07,10.0,0.5,0.23,0.601,0.0,0.0,Low
1491,5.14,6.72,3.93,0.29,1.92,10.0,0.57,0.41,0.423,0.622,0.542,Moderate
1492,5.37,6.92,1.09,0.24,2.67,9.95,0.4,0.712,0.36,0.391,0.584,High
1493,2.79,8.52,4.29,0.31,3.03,10.0,0.37,0.262,0.309,0.183,0.474,Moderate
1494,3.93,9.88,1.19,0.37,0.68,7.79,1.97,0.0,0.37,0.0,0.175,Low
1495,5.65,6.07,0.34,0.33,3.95,5.4,0.2,0.407,0.334,0.186,0.618,Moderate
1496,3.04,9.21,1.16,0.03,1.85,10.0,2.01,0.0,0.335,0.375,0.0,Low
1497,6.64,9.16,7.74,1.91,2.06,10.0,0.1,0.187,0.155,0.401,0.004,Low
1498,4.89,9.18,2.53,2.83,3.14,7.53,2.74,0.282,0.61,0.367,0.305,Moderate
1499,7.27,7.35,2.47,0.14,3.77,9.76,0.24,0.366,0.434,0.367,0.439,Moderate
1500,6.12,7.56,0.35,0.14,3.11,10.0,0.36,0.51,0.518,0.316,0.695,Moderate
1501,5.84,8.52,0.47,0.23,3.09,9.76,2.04,0.0,0.648,0.185,0.0,Low
1502,5.7,9.44,0.59,0.35,2.95,10.0,0.72,0.001,0.508,0.286,0.13,Low
1503,3.51,9.41,0.73,0.17,3.86,10.0,0.06,0.205,0.501,0.659,0.542,Moderate
1504,2.83,9.12,5.63,0.35,0.5,10.0,0.29,0.084,0.252,0.445,0.099,Low
1505,4.08,9.71,0.25,0.27,2.3,9.27,0.36,0.242,0.739,0.365,0.096,Moderate
1506,5.21,8.28,0.2,0.07,4.58,8.83,1.17,0.321,0.286,0.553,0.157,Moderate
1507,2.57,9.12,0.51,0.35,1.16,9.14,2.17,0.0,0.509,0.0,0.0,Low
1508,5.37,8.68,1.93,0.08,5.03,7.51,0.38,0.161,0.577,0.359,0.217,Moderate
1509,9.28,6.04,0.23,0.28,3.62,4.88,0.24,0.938,0.814,0.826,1.0,High
1510,4.23,11.0,4.84,1.54,3.1,9.38,0.04,0.142,0.341,0.177,0.089,Moderate
1511,7.61,7.42,2.07,1.35,4.2,10.0,1.65,0.0,0.227,0.0,0.078,Low
1512,5.42,7.84,0.84,2.2,4.37,10.0,0.18,0.0,0.645,0.0,0.0,Low
1513,5.16,8.96,2.09,0.23,4.71,8.66,1.11,0.597,0.387,0.615,0.031,Moderate
1514,5.62,9.05,0.97,0.13,4.18,10.0,0.3,0.261,0.544,0.269,0.262,Moderate
1515,8.81,6.16,0.23,0.38,2.45,3.13,1.71,0.625,0.811,0.612,1.0,High
1516,8.12,5.38,0.13,0.1,3.15,7.11,0.08,0.712,0.926,0.679,1.0,High
1517,7.62,6.93,0.0,1.0,5.43,10.0,0.16,0.714,0.491,0.31,0.808,Moderate
1518,1.64,9.64,1.81,0.21,5.09,9.9,0.79,0.042,0.402,0.432,0.0,Low
1519,10.28,5.59,0.0,0.08,4.99,3.07,1.89,1.0,0.714,1.0,1.0,High
1520,7.82,7.16,2.53,0.21,2.45,9.45,0.14,0.487,0.353,0.353,0.642,Moderate
1521,12.03,5.59,0.7,1.26,1.79,4.14,1.57,1.0,0.691,0.701,1.0,High
1522,3.91,6.92,4.47,0.41,5.05,8.73,0.38,0.632,0.14,0.611,0.753,Moderate
1523,5.11,8.8,1.08,0.0,3.77,10.0,0.53,0.119,0.394,0.507,0.712,Moderate
1524,3.4,9.63,3.4,0.05,4.79,7.33,0.49,0.0,0.791,0.202,0.0,Low
1525,5.18,8.31,8.0,0.18,4.66,9.18,0.96,0.162,0.0,0.173,0.0,Low
1526,10.14,6.76,0.96,0.2,2.62,9.67,0.03,1.0,0.642,0.549,1.0,High
1527,3.9,7.91,2.0,0.13,7.14,10.0,0.28,0.487,0.498,0.428,0.427,Moderate
1528,5.15,8.0,3.9,0.3,4.19,7.78,0.0,0.429,0.466,0.279,0.413,Moderate
1529,9.78,7.17,0.58,0.48,3.38,7.01,0.05,0.762,1.0,0.372,0.875,High
1530,9.25,5.32,0.44,0.3,0.5,4.05,0.02,0.954,0.736,0.903,1.0,High
1531,8.55,5.91,0.23,1.71,3.14,4.04,0.12,0.988,0.629,0.809,1.0,High
1532,11.07,4.63,1.26,0.33,0.63,3.8,1.03,1.0,0.621,1.0,1.0,High
1533,5.39,9.72,0.45,0.74,0.5,8.56,0.28,0.293,0.752,0.107,0.032,Low
1534,5.93,7.57,0.04,0.72,4.3,10.0,0.74,0.165,0.201,0.465,0.218,Moderate
1535,7.68,8.67,4.5,0.05,3.01,10.0,0.39,0.497,0.563,0.398,0.523,Moderate
1536,4.24,8.37,1.68,0.15,5.06,10.0,0.82,0.338,0.412,0.155,0.447,Moderate
1537,4.07,10.29,8.0,2.89,4.72,9.58,0.29,0.139,0.0,0.21,0.0,Low
1538,5.02,9.4,0.77,0.02,3.52,9.3,2.89,0.295,0.476,0.185,0.388,Moderate
1539,4.29,7.74,1.41,1.1,5.32,10.0,0.88,0.0,0.769,0.244,0.14,Low
1540,4.69,8.4,1.55,2.03,3.65,10.0,0.85,0.298,0.354,0.365,0.437,Low
1541,3.42,7.72,0.95,0.07,6.5,8.66,2.69,0.54,0.279,0.566,0.493,Moderate
1542,5.79,8.56,1.55,0.2,3.62,9.7,1.65,0.261,0.202,0.0,0.0,Low
1543,3.14,9.9,3.43,0.0,4.93,8.49,2.58,0.355,0.296,0.363,0.0,Low
1544,9.86,8.35,0.0,2.0,3.58,7.22,0.71,0.711,0.697,0.201,0.525,High
1545,4.44,9.75,2.28,2.16,2.98,10.0,0.17,0.0,0.0,0.126,0.0,Low
1546,3.76,9.04,0.49,0.12,4.74,10.0,0.04,0.364,0.566,0.399,0.0,Low
1547,11.07,6.4,2.61,0.27,2.81,3.75,0.58,1.0,0.503,1.0,1.0,High
1548,6.69,7.34,0.67,1.02,5.07,10.0,0.19,0.403,0.654,0.082,0.352,Moderate
1549,10.24,8.16,0.0,0.09,2.5,8.46,2.92,0.77,0.375,0.479,0.51,Moderate
1550,6.23,6.88,2.3,2.12,2.25,8.89,0.01,0.237,0.533,0.164,0.25,Moderate
1551,9.12,5.69,0.72,0.13,3.8,4.44,0.71,1.0,0.563,0.896,1.0,High
1552,4.52,7.24,3.36,1.08,4.38,7.85,0.46,0.148,0.374,0.069,0.389,Moderate
1553,9.81,7.57,2.16,0.78,3.66,8.96,2.05,0.684,0.291,0.774,0.598,High
1554,6.03,8.78,5.28,0.55,3.61,9.66,0.27,0.15,0.478,0.0,0.025,Low
1555,7.28,7.82,0.81,1.51,3.65,9.0,0.24,0.109,0.373,0.53,0.244,Moderate
1556,5.1,8.45,0.76,0.09,7.08,7.52,0.39,0.439,0.487,0.559,0.606,Moderate
1557,4.74,7.08,0.27,0.88,4.34,10.0,3.38,0.031,0.727,0.418,0.284,Low
1558,9.37,6.92,0.0,1.97,0.5,9.78,0.11,0.883,0.735,0.619,0.907,High
1559,4.3,9.65,6.16,0.12,2.7,8.47,0.23,0.0,0.226,0.325,0.0,Low
1560,5.91,6.78,2.76,2.27,4.05,10.0,0.83,0.692,0.435,0.663,0.528,Moderate
1561,4.12,7.26,0.47,1.04,5.22,9.5,0.18,0.32,0.22,0.267,0.371,Low
1562,5.18,8.43,3.03,0.89,4.06,10.0,1.37,0.0,0.198,0.433,0.401,Moderate
1563,4.21,9.22,0.72,0.11,3.69,8.86,0.14,0.0,0.378,0.301,0.113,Moderate
1564,5.69,8.75,4.57,0.85,3.57,9.05,0.15,0.157,0.458,0.323,0.0,Moderate
1565,4.36,9.61,1.21,0.71,1.86,10.0,0.59,0.0,0.352,0.455,0.223,Moderate
1566,5.26,8.25,3.58,0.44,2.42,10.0,0.52,0.303,0.139,0.259,0.36,Moderate
1567,8.25,5.38,1.73,1.27,6.44,5.72,0.48,1.0,0.583,1.0,1.0,High
1568,8.61,7.43,0.4,2.1,2.67,10.0,0.22,1.0,0.748,0.754,1.0,High
1569,1.68,10.53,2.63,0.97,4.26,10.0,0.4,0.168,0.336,0.383,0.178,Low
1570,5.05,7.54,0.37,1.3,4.89,9.36,0.55,0.143,0.555,0.358,0.048,Moderate
1571,3.53,8.55,0.33,0.2,4.18,10.0,1.5,0.199,0.486,0.627,0.368,Moderate
1572,7.79,5.02,7.71,2.68,4.48,4.54,0.41,1.0,0.512,1.0,1.0,High
1573,3.79,8.32,2.0,0.48,3.89,9.8,1.56,0.142,0.439,0.207,0.0,Low
1574,6.37,9.29,1.04,1.2,0.5,10.0,0.77,0.177,0.402,0.602,0.023,Moderate
1575,9.79,6.05,1.66,0.14,4.61,5.11,2.08,0.763,0.511,0.55,0.905,High
1576,9.27,5.62,1.94,1.22,3.29,3.74,0.49,1.0,0.437,0.979,1.0,High
1577,3.39,10.7,3.36,2.49,3.15,9.23,0.12,0.0,0.402,0.0,0.0,Low
1578,4.3,9.04,1.48,0.39,3.31,8.84,0.14,0.0,0.588,0.456,0.0,Moderate
1579,6.2,8.23,0.47,0.38,5.52,9.96,0.38,0.35,0.508,0.415,0.356,Moderate
1580,7.93,7.31,2.84,0.07,1.87,9.26,1.77,0.178,0.321,0.335,0.21,Low
1581,2.65,8.32,0.49,1.02,3.72,6.94,2.0,0.0,0.589,0.235,0.473,Moderate
1582,9.33,6.4,0.95,0.09,3.76,3.56,0.8,0.833,0.513,0.818,1.0,High
1583,3.59,10.33,2.56,0.14,4.67,8.14,0.25,0.658,0.785,0.768,0.79,High
1584,6.29,7.04,0.69,0.74,3.41,7.67,0.14,0.408,0.525,0.433,0.353,Moderate
1585,7.06,8.82,3.41,1.67,2.48,7.18,0.42,0.0,0.45,0.0,0.0,Low
1586,3.35,9.1,0.66,2.86,4.76,10.0,1.39,0.146,0.22,0.287,0.15,Low
1587,9.61,6.92,2.9,2.96,3.65,7.17,0.3,0.696,0.616,0.836,0.586,High
1588,4.8,6.57,1.58,0.34,5.59,10.0,2.17,0.536,0.403,0.266,0.695,Moderate
1589,8.9,7.24,2.46,0.27,2.08,8.42,1.27,0.564,0.09,0.581,0.491,Moderate
1590,8.83,6.77,0.92,0.07,3.09,8.78,0.41,0.829,0.812,0.452,0.82,High
1591,7.82,5.57,1.31,1.05,3.87,4.9,0.09,0.7,0.561,0.803,1.0,High
1592,7.62,7.3,2.14,2.29,5.81,10.0,0.18,0.69,0.635,0.663,0.642,Moderate
1593,2.48,8.63,1.99,0.43,6.52,8.99,1.41,0.438,0.259,0.565,0.799,Moderate
1594,5.13,8.39,0.56,0.9,3.12,7.59,1.07,0.0,0.643,0.0,0.0,Low
1595,3.98,7.68,2.5,2.57,1.37,10.0,2.71,0.193,0.179,0.066,0.151,Low
1596,6.58,6.61,4.22,0.12,1.0,8.45,2.17,0.656,0.237,0.697,0.839,Moderate
1597,6.81,7.64,2.01,0.46,3.27,9.58,0.0,0.237,0.319,0.076,0.051,Low
1598,8.22,6.65,1.14,1.67,2.57,9.07,2.82,0.747,0.371,0.311,0.672,Moderate
1599,4.16,8.13,2.94,0.05,6.06,10.0,0.21,0.246,0.447,0.342,0.0,Low
1600,8.66,5.67,0.36,2.18,5.6,6.22,1.32,0.471,0.666,0.522,0.347,Moderate
1601,4.31,8.36,1.01,0.33,6.54,10.0,0.28,0.768,0.782,0.465,0.746,High
1602,10.86,6.77,0.0,0.59,3.45,6.19,1.79,0.954,0.549,0.698,1.0,High
1603,4.58,8.6,0.42,0.59,0.5,10.0,1.66,0.298,0.353,0.284,0.025,Low
1604,4.21,8.08,0.21,0.38,3.25,10.0,0.33,0.086,0.436,0.388,0.228,Moderate
1605,8.72,5.23,0.26,0.08,2.07,6.04,0.99,1.0,0.88,0.763,1.0,High
1606,6.07,6.95,8.0,0.01,5.1,9.82,1.56,0.474,0.0,0.368,0.567,Moderate
1607,3.23,8.05,2.87,2.97,2.77,7.26,0.31,0.281,0.421,0.727,0.428,Moderate
1608,9.43,7.46,1.32,0.33,3.53,10.0,0.36,0.371,0.586,0.467,0.355,Moderate
1609,3.83,9.39,1.26,0.42,2.94,7.78,0.08,0.081,0.768,0.231,0.0,Low
1610,2.93,9.21,2.11,0.43,2.93,10.0,0.09,0.354,0.469,0.388,0.39,Moderate
1611,6.68,7.24,2.56,0.31,6.82,10.0,0.38,0.729,0.626,0.728,1.0,High
1612,4.03,9.82,1.16,1.15,3.52,8.27,3.05,0.173,0.198,0.43,0.365,Moderate
1613,6.21,8.38,0.74,0.83,2.7,9.82,1.36,0.079,0.583,0.0,0.0,Low
1614,5.9,5.78,2.77,0.21,3.73,4.19,1.29,0.607,0.317,0.592,0.582,Moderate
1615,2.58,10.61,0.9,0.57,3.59,8.37,0.06,0.031,0.612,0.099,0.202,Low
1616,9.08,6.58,0.69,0.3,5.09,9.39,0.78,1.0,0.533,0.557,1.0,High
1617,10.54,7.18,0.0,0.03,5.82,6.93,0.84,0.88,0.44,0.263,0.882,High
1618,5.38,8.51,0.58,0.28,2.88,9.36,0.71,0.04,0.375,0.462,0.171,Moderate
1619,6.91,6.22,6.94,1.38,3.06,3.71,0.13,0.392,0.459,0.879,0.685,Moderate
1620,7.37,6.88,0.53,0.43,4.86,8.93,1.22,0.28,0.41,0.259,0.417,Moderate
1621,10.83,4.21,5.88,0.59,4.25,4.21,0.02,1.0,0.039,1.0,1.0,High
1622,3.51,7.92,2.61,1.48,2.66,9.83,0.33,0.228,0.435,0.241,0.604,Moderate
1623,5.05,8.3,0.4,0.09,1.15,10.0,0.17,0.027,0.799,0.212,0.345,Moderate
1624,7.93,7.22,0.0,1.52,1.45,7.95,0.08,0.857,1.0,0.151,0.602,High
1625,4.16,7.8,2.38,1.13,3.37,8.88,0.05,0.134,0.483,0.47,0.24,Low
1626,1.83,9.03,1.35,0.15,6.25,9.14,0.73,0.119,0.367,0.445,0.165,Moderate
1627,4.5,8.46,2.11,1.69,1.42,8.85,0.08,0.0,0.498,0.362,0.0,Moderate
1628,7.41,8.0,0.0,0.42,3.5,7.66,0.73,0.901,0.63,0.769,1.0,High
1629,10.09,5.77,0.0,2.8,3.91,3.78,0.5,1.0,0.515,1.0,1.0,High
1630,2.66,8.84,2.53,2.0,5.57,8.15,0.29,0.37,0.319,0.34,0.75,Moderate
1631,3.87,7.32,1.22,1.25,2.59,10.0,1.97,0.49,0.524,0.315,0.137,Moderate
1632,3.17,7.6,4.83,0.87,3.36,10.0,0.0,0.282,0.261,0.205,0.426,Moderate
1633,6.44,8.8,0.0,2.14,3.78,10.0,1.88,0.068,0.377,0.539,0.0,Low
1634,1.2,11.0,1.33,0.64,4.88,8.72,0.21,0.24,0.525,0.0,0.0,Low
1635,3.84,8.79,0.76,0.5,3.84,10.0,0.11,0.288,0.646,0.092,0.289,Moderate
1636,3.46,8.39,3.4,0.36,4.36,8.27,0.19,0.113,0.539,0.249,0.0,Low
1637,2.74,8.49,4.25,0.08,5.19,10.0,0.54,0.092,0.236,0.375,0.065,Low
1638,6.99,8.7,1.98,0.83,0.5,10.0,0.05,0.178,0.71,0.289,0.095,Low
1639,8.21,3.5,0.0,0.47,3.93,4.61,0.37,1.0,0.634,1.0,1.0,High
1640,2.71,11.0,0.77,1.89,1.91,8.72,1.86,0.0,0.605,0.058,0.0,Moderate
1641,6.89,7.59,0.28,0.52,3.54,10.0,0.25,0.0,0.592,0.151,0.177,Low
1642,6.76,5.01,0.44,1.34,2.5,3.68,1.92,0.68,0.466,0.837,1.0,High
1643,4.24,10.9,1.62,0.08,1.97,10.0,0.7,0.0,0.431,0.0,0.273,Low
1644,6.93,5.1,0.43,1.29,4.0,5.17,2.25,0.668,0.585,0.649,0.95,High
1645,8.09,4.84,0.04,0.76,4.38,4.05,0.76,1.0,0.762,0.7,1.0,High
1646,3.86,7.68,0.27,0.34,5.57,9.74,0.12,0.279,0.466,0.324,0.169,Moderate
1647,9.37,6.49,0.0,0.36,6.85,3.63,0.48,1.0,0.819,0.548,1.0,High
1648,2.4,10.29,1.46,1.39,3.75,7.18,0.65,0.444,0.177,0.147,0.161,Low
1649,4.56,7.98,0.94,0.61,2.21,9.39,0.09,0.28,0.519,0.08,0.43,Moderate
1650,3.6,7.86,0.68,0.16,4.71,7.25,0.89,0.0,0.498,0.124,0.0,Low
1651,9.62,6.25,0.0,0.31,3.17,4.78,0.35,0.639,1.0,0.651,1.0,High
1652,7.52,6.98,2.75,0.08,4.16,10.0,2.73,0.737,0.645,0.909,0.88,High
1653,6.64,9.04,0.1,0.3,3.12,10.0,3.29,0.086,0.572,0.216,0.0,Low
1654,8.42,8.03,1.38,0.67,1.45,9.94,0.09,0.452,0.644,0.608,0.585,Moderate
1655,7.01,6.87,0.88,0.45,4.5,9.29,0.86,0.117,0.355,0.428,0.252,Moderate
1656,5.08,7.8,3.8,0.37,5.36,9.89,0.08,0.22,0.078,0.245,0.285,Moderate
1657,7.17,5.56,0.97,0.13,4.67,4.6,0.04,0.766,0.906,0.817,1.0,High
1658,2.85,9.56,1.48,0.91,5.15,7.91,0.04,0.364,0.515,0.32,0.581,Moderate
1659,4.3,8.37,2.86,0.53,3.96,7.98,0.02,0.729,0.293,0.884,0.837,Moderate
1660,8.79,7.24,0.0,1.27,1.57,9.51,0.32,0.642,0.771,0.453,0.881,High
1661,7.51,7.93,1.26,0.22,3.62,10.0,2.51,0.342,0.411,0.175,0.103,Moderate
1662,4.44,9.93,1.82,0.89,3.12,10.0,0.4,0.069,0.529,0.091,0.135,Moderate
1663,3.58,8.28,0.43,0.13,4.27,9.28,0.12,0.367,0.415,0.218,0.347,Moderate
1664,8.97,6.84,8.0,0.76,2.88,10.0,0.23,0.663,0.229,0.638,0.821,Moderate
